ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
OLDER ADULT CENTER CONTRACTS,C0801,BERGEN BASIN ABE STARK OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,103-15 Farragut Road,BROOKLYN,NY,11236,BROOKLYN,718-272-9515,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.649668,-73.89929,318,42,1098,3229152,3081520201,East New York,POINT (-73.89929 40.649668)
OLDER ADULT CENTER CONTRACTS,C2501,FLORENCE E SMITH OAC (C25),CORONA CONGREGATIONAL CHURCH,102-19 34 Avenue,FLUSHING,NY,11368,QUEENS,718-899-0553,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.755742,-73.865988,403,21,379,4042602,4017170033,North Corona,POINT (-73.865988 40.755742)
OLDER ADULT CENTER CONTRACTS,C7301,ST. GABRIEL'S EPISCOPAL CHURCH OAC (C73),ST GABRIELS EPISCOPAL CHURCH,331 Hawthorne Street,BROOKLYN,NY,11225,BROOKLYN,718-773-4049,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.657919,-73.949217,309,40,804,3000000,3048140071,Prospect Lefferts Gardens-Wingate,POINT (-73.949217 40.657919)
ELDER ABUSE SERVICES CONTRACTS,4E101,JASA ELDER ABUSE QUEENS (4E1),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,97-77 Queens Boulevard,FLUSHING,NY,11374,QUEENS,718-286-1524,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.728721,-73.858501,406,29,717,4050482,4020920001,Rego Park,POINT (-73.858501 40.728721)
OLDER ADULT CENTER CONTRACTS,C2601,COTHOA LUNCHEON CLUB (C26),COTHOA LUNCHEON CLUB INC,2005 Amsterdam Avenue NYC 10032,NEW YORK,NY,10032,MANHATTAN,212-781-6580,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.834326,-73.940952,112,10,245,1062531,1021090003,Washington Heights South,POINT (-73.940952 40.834326)
OLDER ADULT CENTER CONTRACTS,C7502,ST NICKS ALLIANCE SWINGING SIXTIES OAC 2 (C75),ST. NICKS ALLIANCE CORP.,211 Ainslie Street,BROOKLYN,NY,11211,BROOKLYN,718-963-3793,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.712972,-73.945453,301,34,495,3069039,3027700001,East Williamsburg,POINT (-73.945453 40.712972)
OLDER ADULT CENTER CONTRACTS,C2901,DORCHESTER SENIOR CITIZENS CENTER OAC (C29),DORCHESTER SENIOR CITIZENS CENTER INC,1419 Dorchester Road,BROOKLYN,NY,11226,BROOKLYN,718-941-6700,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.638972,-73.964689,314,40,520,3118688,3051570035,Flatbush,POINT (-73.964689 40.638972)
OLDER ADULT CENTER CONTRACTS,W2302,SHOPP SOUNDVIEW SOCIAL CLUB (W23),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,1674 Seward Avenue,BRONX,NY,10473,BRONX,929-263-1182,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.818255,-73.869832,209,18,20,2092638,2035510001,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.869832 40.818255)
OLDER ADULT CENTER CONTRACTS,C0503,ARC XVI FORT WASHINGTON OAC (C05),ARC XVI FORT WASHINGTON INC,516-520 W 181th Street NY NY  OR 4111 B,NEW YORK,NY,10033,MANHATTAN,212-781-5700,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.848436,-73.93165,112,10,269,1063614,1021520067,Washington Heights North,POINT (-73.93165 40.848436)
OLDER ADULT CENTER CONTRACTS,W1908,PSS HIGHBRIDGE (W19),PRESBYTERIAN SENIOR SERVICES,1181 Nelson Avenue,BRONX,NY,10452,BRONX,718-588-3004,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.837232,-73.925706,204,16,199,2003301,2025160051,Highbridge,POINT (-73.925706 40.837232)
CAREGIVER SERVICES CONTRACTS,4K101,SUNNYSIDE COMMUNITY SERVICES (4K1),SUNNYSIDE COMMUNITY SERVICES INC,43-31 39 street,LONG ISLAND CITY,NY,11104,QUEENS,718-392-6945,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.74519,-73.925909,402,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925909 40.74519)
OLDER ADULT CENTER CONTRACTS,C1701,CCNS BAYSIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,221-15 Horace Harding Expressway,FLUSHING,NY,11364,QUEENS,718-225-1144,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.749688,-73.756559,411,23,138501,4161696,4075270065,Oakland Gardens,POINT (-73.756559 40.749688)
OLDER ADULT CENTER CONTRACTS,C5807,RAIN MIDDLETOWN OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3035 Middletown Road,BRONX,NY,10461,BRONX,718-822-0486,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.844355,-73.828806,210,13,26602,2046141,2041710024,Pelham Bay-Country Club-City Island,POINT (-73.828806 40.844355)
OLDER ADULT CENTER CONTRACTS,C1704,CCNS HOWARD BEACH OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,155-55 Cross Bay Blvd,JAMAICA,NY,11414,QUEENS,718-738-8100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.664372,-73.841152,410,32,884,4442269,4115880075,Lindenwood-Howard Beach,POINT (-73.841152 40.664372)
OLDER ADULT CENTER CONTRACTS,C1802,WEST BRIGHTON NEIGHBORHOOD SENIOR CENTER (C18),CATHOLIC CHARITIES OF STATEN ISLAND INC.,230 Broadway,STATEN ISLAND,NY,10310,STATEN ISLAND,718-727-9793,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.636486,-74.117523,501,49,13301,5095818,5001960001,West New Brighton-New Brighton-St. George,POINT (-74.117523 40.636486)
OLDER ADULT CENTER CONTRACTS,C4801,KIPS BAY CASTLE HILL OAC (C48),KIPS BAY BOYS AND GIRLS CLUB,625 Castle Hill Avenue,BRONX,NY,10473,BRONX,718-319-9156,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.819754,-73.848209,209,18,86,2092673,2035700001,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.848209 40.819754)
OLDER ADULT CENTER CONTRACTS,C1203,BCA 6TH AVENUE OLDER ADULT CENTER (C12),BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,545 60th Street,BROOKLYN,NY,11200,BROOKLYN,718-567-9311,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.638869,-74.015137,307,38,102,3337343,3008640001,Sunset Park East,POINT (-74.015137 40.638869)
CASE MANAGEMENT SERVICES CONTRACTS,2MP01,RIDGEWOOD BUSHWICK CASE MANAGEMENT BK-01 (2MP),RISEBORO COMMUNITY PARTNERSHIP INC,1175 Gates Avenue,BROOKLYN,NY,11221,BROOKLYN,718-256-6626,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.691707,-73.919907,304,34,399,3076253,3033310025,Bushwick South,POINT (-73.919907 40.691707)
OLDER ADULT CENTER CONTRACTS,C9003,WAYSIDE OUT TILDEN SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,630 Mother Gaston Blvd,BROOKLYN,NY,11212,BROOKLYN,718-498-2990,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.663471,-73.905278,316,41,912,3326549,3035760001,Brownsville,POINT (-73.905278 40.663471)
OLDER ADULT CENTER CONTRACTS,C1711,CCNS PETE MCGUINNESS OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,715 Leonard Street,BROOKLYN,NY,11222,BROOKLYN,718-383-1940,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.729007,-73.95276,301,33,575,3333076,3025740053,Greenpoint,POINT (-73.95276 40.729007)
OLDER ADULT CENTER CONTRACTS,C4901,KOREAN COMMUNITY SERVICES CORONA OAC (C49),KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC,37-06 111th Street,FLUSHING,NY,11368,QUEENS,718-651-9220,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.753941,-73.857264,403,21,401,4430244,4017780027,North Corona,POINT (-73.857264 40.753941)
OLDER ADULT CENTER CONTRACTS,C3102,EAST SIDE HOUSE MELROSE OLDER ADULT CENTER (C31),EAST SIDE HOUSE INC,372 E152 St Bronx NY 10455,BRONX,NY,10455,BRONX,718-665-2280,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.818516,-73.91793,201,17,67,2090413,2023980014,Melrose South-Mott Haven North,POINT (-73.91793 40.818516)
HOMECARE SERVICES CONTRACTS,2HB01,01-PERSONAL TOUCH BROOKLYN (2HB),PERSONAL-TOUCH HOME CARE OF N.Y. INC.,36-36 33rd Street Suite 501,LONG ISLAND CITY,NY,11106,QUEENS,718-468-2500,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.755141,-73.928728,401,26,55,4007923,4006010001,Queensbridge-Ravenswood-Long Island City,POINT (-73.928728 40.755141)
OLDER ADULT CENTER CONTRACTS,W2102,SELFHELP BENJAMIN ROSENTHAL (W21),SELFHELP COMMUNITY SERVICES INC,45-25 Kissena Boulevard,FLUSHING,NY,11355,QUEENS,718-886-5777,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,40.751765,-73.820331,407,20,1205,4117390,4052000052,East Flushing,POINT (-73.820331 40.751765)
OLDER ADULT CENTER CONTRACTS,C2001,MMCC-CDC OLDER ADULT CENTER FORT INDEPENDENCE (C20),CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,3350 Bailey Avenue Bronx,BRONX,NY,10463,BRONX,718-796-2950,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.880093,-73.900742,208,14,277,2086835,2032610102,Van Cortlandt Village,POINT (-73.900742 40.880093)
OLDER ADULT CENTER CONTRACTS,W1910,PSS CITY ISLAND (W19),PRESBYTERIAN SENIOR SERVICES,116 City Island Avenue,BRONX,NY,10464,BRONX,718-885-0727,Y,08:00,03:00,08:00,03:00,08:00,03:00,08:00,03:00,08:00,03:00,00:00,00:00,00:00,00:00,40.841097,-73.784187,210,13,516,2082432,2056400010,Pelham Bay-Country Club-City Island,POINT (-73.784187 40.841097)
OLDER ADULT CENTER CONTRACTS,C5805,RAIN GUNHILL OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3377 White Plains Road,BRONX,NY,10462,BRONX,718-881-5589,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.874872,-73.86706,212,12,374,2087299,2046240037,Williamsbridge-Olinville,POINT (-73.86706 40.874872)
OLDER ADULT CENTER CONTRACTS,W1401,ENCORE AT ST MALACHY'S (W14),ENCORE COMMUNITY SERVICES,239 West 49th Street,NEW YORK,NY,10019,MANHATTAN,212-581-2910,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.761143,-73.985312,105,03,125,1024789,1010210009,Midtown-Midtown South,POINT (-73.985312 40.761143)
OLDER ADULT CENTER CONTRACTS,W1902,PSS DAVIDSON (W19),PRESBYTERIAN SENIOR SERVICES,950 Union Avenue,BRONX,NY,10459,BRONX,718-328-2811,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.822812,-73.901821,203,17,12901,2005015,2026780001,Longwood,POINT (-73.901821 40.822812)
OLDER ADULT CENTER CONTRACTS,C2602,POLO GROUNDS SATELLITE (MN10) (C26),COTHOA LUNCHEON CLUB INC,2965 Frederick Douglass Blvd,NEW YORK,NY,10039,MANHATTAN,212-283-5475,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.830242,-73.9365,110,09,24302,1084520,1021060003,Central Harlem North-Polo Grounds,POINT (-73.9365 40.830242)
OLDER ADULT CENTER CONTRACTS,C0202,ALLEN INTERNATIONAL TOWERS AFFILIATE (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,90-20 170th St,JAMAICA,NY,11432,QUEENS,718-657-5075,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.708578,-73.790579,412,27,460,4209721,4098020041,Jamaica,POINT (-73.790579 40.708578)
ELDER ABUSE SERVICES CONTRACTS,1E101,ELDER ABUSE PREVENTION (1E1),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,975 Kelly Street Suite 401,BRONX,NY,10459,BRONX,718-542-0006,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.822052,-73.895879,202,17,87,2114693,2027037501,Longwood,POINT (-73.895879 40.822052)
OLDER ADULT CENTER CONTRACTS,C3508,GRANT SQ OAC (C35),FORT GREENE COUNCIL,19 Rogers Avenue,BROOKLYN,NY,11216,BROOKLYN,718-363-3133,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.676909,-73.952667,308,36,315,3030302,3012120006,Crown Heights North,POINT (-73.952667 40.676909)
LEGAL SERVICES CONTRACTS,1AA01,LSNY BRONX (1AA),LSNY-BRONX CORPORATION,349 EAST 149TH STREET,BRONX,NY,10451,BRONX,917-661-4500,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.81667,-73.919959,201,17,65,2000933,2023317501,Melrose South-Mott Haven North,POINT (-73.919959 40.81667)
OLDER ADULT CENTER CONTRACTS,C7705,TODT HILL OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,184 SCHMIDTS LANE,STATEN ISLAND,NY,10314,STATEN ISLAND,718-698-7979,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.609058,-74.119053,502,49,173,5108960,5007060001,New Springville-Bloomfield-Travis,POINT (-74.119053 40.609058)
OLDER ADULT CENTER CONTRACTS,C5901,RIDGEWOOD OLDER ADULT CENTER AND SERVICES (C59),RIDGEWOOD OLDER ADULT CENTER AND SERVICES INC,5914 70th Avenue,FLUSHING,NY,11385,QUEENS,718-456-2000,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.701191,-73.900024,405,30,583,4084122,4035080009,Ridgewood,POINT (-73.900024 40.701191)
OLDER ADULT CENTER CONTRACTS,W1202,BAY RIDGE CTR FOR HEALTH AND WELLNESS (W12),BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,15 Bay Ridge Ave Brooklyn NY 11209  O,BROOKLYN,NY,11209,BROOKLYN,718-748-0650,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.638645,-74.035376,310,43,34,3144947,3058590060,Bay Ridge,POINT (-74.035376 40.638645)
HOMECARE SERVICES CONTRACTS,1H501,PERSONAL-TOUCH HOME CARE OF N.Y. INC. (1H5),PERSONAL-TOUCH HOME CARE OF N.Y. INC.,36-36 33rd Street Suite 501,LONG ISLAND CITY,NY,11106,QUEENS,718-468-2500,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.755141,-73.928728,401,26,55,4007923,4006010001,Queensbridge-Ravenswood-Long Island City,POINT (-73.928728 40.755141)
OLDER ADULT CENTER CONTRACTS,W1703,STAPELTON OAC (W17),JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,189 Gordon Street,STATEN ISLAND,NY,10304,STATEN ISLAND,718-981-8828,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.623124,-74.082838,501,49,29,5108860,5005450100,Stapleton-Rosebank,POINT (-74.082838 40.623124)
CAREGIVER SERVICES CONTRACTS,4K301,SNAP CAREGIVER PROGRAM (4K3),SERVICES NOW FOR ADULT PERSONS INC,80-45 WINCHESTER BOULEVARD,JAMAICA,NY,11427,QUEENS,718-527-5380,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.737685,-73.734021,413,23,1567,4537294,4078800400,Bellerose,POINT (-73.734021 40.737685)
